login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,feePercent,paid,drop,studentNumber
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118030590
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118020385
3,3,10,7,7,10,7,5,10,7,7,10,7,6.3333333333333,10,7,6.3333333333333,1,0,no,0010118030821
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0021118021579
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0021118050156
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0592118030850
2,2,0,0,0,10,5,7,10,5,10,10,5,8.5,6.6666666666667,3.3333333333333,5.6666666666667,1,0,no,0010118010826
3,3,7,5,7,7,5,7,2,5,10,5.3333333333333,5,8,5.3333333333333,5,8,1,0,no,0029118031059
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033411
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031457
3,3,10,5,5,10,5,5,10,10,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0020118050034
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118030901
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118030432
3,2,10,5,10,10,5,10,0,0,0,10,5,10,6.6666666666667,3.3333333333333,6.6666666666667,1,1,no,0021118031262
3,3,10,10,7,10,10,10,10,10,10,10,10,9,10,10,9,1,0,no,0010118033705
3,3,10,7,10,10,7,10,10,10,10,10,8,10,10,8,10,1,0,no,0029118050277
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118030689
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0025118030862
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118031378
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,1,0,no,0010118032663
3,3,7,5,10,7,5,7,10,5,7,8,5,8,8,5,8,0,0,out,0010118020440
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,0,0,out,0010118011314
3,2,10,10,5,0,0,0,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0028117121769
3,3,10,10,5,10,7,5,10,10,5,10,9,5,10,9,5,1,0,no,0755118030429
3,3,10,10,5,10,10,5,7,10,5,9,10,5,9,10,5,1,0,no,0371118010670
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118031255
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118010653
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118030620
3,3,7,10,5,10,5,5,10,2,5,9,5.6666666666667,5,9,5.6666666666667,5,1,0,no,0755118030436
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0020118020878
3,3,10,5,5,10,5,5,7,5,5,9,5,5,9,5,5,1,0,no,0028118032818
2,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118030606
2,2,0,0,0,10,10,5,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0531118020453
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118020379
3,3,10,5,5,10,7,5,10,5,5,10,5.6666666666667,5,10,5.6666666666667,5,1,0,no,0021118032002
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118032615
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0027118030510
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0021118020397
3,3,10,7,5,7,5,5,7,5,5,8,5.6666666666667,5,8,5.6666666666667,5,1,0,no,0020118050296
3,3,10,2,5,10,7,5,10,10,5,10,6.3333333333333,5,10,6.3333333333333,5,1,0,no,0531118040702
3,3,10,5,5,10,7,7,10,7,7,10,6.3333333333333,6.3333333333333,10,6.3333333333333,6.3333333333333,1,0,no,0371118030547
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118030545
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118030543
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0755118020415
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118030760
3,3,2,10,10,2,10,10,10,10,10,4.6666666666667,10,10,4.6666666666667,10,10,1,0,no,0592118020481
3,3,7,5,7,7,5,7,10,5,7,8,5,7,8,5,7,1,0,no,0010118021354
3,3,10,7,5,10,7,5,7,7,5,9,7,5,9,7,5,1,0,no,0021118030712
3,3,10,5,7,10,5,10,10,5,7,10,5,8,10,5,8,1,0,no,0010118010913
3,2,10,10,7,0,0,0,7,7,7,8.5,8.5,7,5.6666666666667,5.6666666666667,4.6666666666667,1,0,no,0010118040015
3,3,10,5,10,10,5,10,10,5,7,10,5,9,10,5,9,1,0,no,0010118040367
3,3,10,5,5,10,10,10,10,10,10,10,8.3333333333333,8.3333333333333,10,8.3333333333333,8.3333333333333,1,0,no,0010118030699
3,3,10,5,5,10,10,5,10,7,5,10,7.3333333333333,5,10,7.3333333333333,5,1,0,no,0371118031913
3,3,10,7,5,10,10,5,10,7,5,10,8,5,10,8,5,1,0,no,0021118031695
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118010705
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118020538
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118021132
3,3,10,5,10,10,5,10,10,5,7,10,5,9,10,5,9,1,0,no,0010118040357
3,3,10,7,5,10,7,5,10,10,5,10,8,5,10,8,5,1,0,no,0029118030929
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031456
3,3,10,10,10,10,10,7,10,10,7,10,10,8,10,10,8,1,0,no,0592118020496
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031934
3,3,7,5,5,10,7,5,10,7,5,9,6.3333333333333,5,9,6.3333333333333,5,1,0,no,0021118021244
3,3,7,7,5,7,7,5,7,7,5,7,7,5,7,7,5,1,0,no,0021118030966
3,3,7,7,5,10,7,5,10,7,5,9,7,5,9,7,5,1,0,no,0021118030794
3,2,0,0,0,10,10,10,10,10,10,10,10,10,6.6666666666667,6.6666666666667,6.6666666666667,1,0,no,0010118010890
3,3,10,2,7,10,2,7,10,5,7,10,3,7,10,3,7,1,0,no,0010118033007
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0371118050516
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0029118030815
3,3,7,10,5,7,5,5,7,10,5,7,8.3333333333333,5,7,8.3333333333333,5,1,0,no,0021118040400
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118030845
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118021281
2,2,0,0,0,10,10,5,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0021118030975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0571118010822
3,1,0,0,0,10,10,5,0,0,0,10,10,5,3.3333333333333,3.3333333333333,1.6666666666667,1,0,no,0571118010813
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0028118031779
3,3,10,5,5,10,5,7,10,5,10,10,5,7.3333333333333,10,5,7.3333333333333,2,1,no,0108888001219
3,3,10,7,5,10,10,5,7,10,5,9,9,5,9,9,5,1,0,no,0531118031220
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118032342
3,2,10,10,5,0,0,0,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0571118030919
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118040363
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021117122077
3,3,10,7,5,10,7,5,10,2,5,10,5.3333333333333,5,10,5.3333333333333,5,1,0,no,0020118031068
3,3,10,10,5,10,5,5,10,5,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0020118031381
3,3,10,10,7,10,10,10,10,10,10,10,10,9,10,10,9,1,0,no,0010118040010
3,3,10,5,7,7,5,7,7,5,7,8,5,7,8,5,7,1,0,no,0010118033693
3,3,7,10,5,7,10,5,7,10,5,7,10,5,7,10,5,1,0,no,0021118020824
3,3,10,5,5,7,5,5,2,5,5,6.3333333333333,5,5,6.3333333333333,5,5,0,0,out,0010118010874
3,3,10,5,10,10,5,7,10,5,7,10,5,8,10,5,8,1,0,no,0010118020627
3,2,10,7,7,10,10,10,0,0,0,10,8.5,8.5,6.6666666666667,5.6666666666667,5.6666666666667,1,0,no,0010118010885
3,3,10,10,10,10,10,10,10,10,7,10,10,9,10,10,9,1,0,no,0010118020763
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118030944
3,3,10,7,5,7,10,5,7,10,5,8,9,5,8,9,5,1,0,no,0371118011011
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118021639
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0755117122087
3,3,10,7,5,7,10,5,10,7,5,9,8,5,9,8,5,1,0,no,0021118031422
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0571118031655
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118031183
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,1,0,no,0010118031170
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118031243
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118020829
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118020801
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118021253
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118031085
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118031274
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118031867
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118011166
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0027118031075
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031299
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118011038
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0010118020759
3,3,10,10,7,10,7,7,10,7,7,10,8,7,10,8,7,1,0,no,0010118031247
3,3,7,5,7,7,5,7,7,5,7,7,5,7,7,5,7,1,0,no,0010118031135
3,3,10,7,7,10,7,7,10,5,7,10,6.3333333333333,7,10,6.3333333333333,7,1,0,no,0010118031089
3,3,7,5,5,7,5,5,10,7,5,8,5.6666666666667,5,8,5.6666666666667,5,1,0,no,0020118020872
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0371118031131
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118031359
3,3,10,10,5,10,10,5,10,5,5,10,8.3333333333333,5,10,8.3333333333333,5,1,0,no,0010118010979
3,3,10,10,5,10,7,5,10,7,5,10,8,5,10,8,5,1,0,no,0371118031545
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118031305
3,3,10,5,10,7,5,10,10,5,7,9,5,9,9,5,9,1,0,no,0010118032408
3,3,2,10,5,10,10,5,10,10,5,7.3333333333333,10,5,7.3333333333333,10,5,1,0,no,0755118032665
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118020864
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0571118032442
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0010118020819
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118031209
3,2,10,10,5,0,0,0,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0755118031268
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0020118050512
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118031132
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118020862
3,3,10,5,10,10,5,10,10,5,7,10,5,9,10,5,9,1,0,no,0010118020833
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0571118032181
3,3,7,7,5,10,10,5,10,10,5,9,9,5,9,9,5,1,0,no,0021118031160
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118050268
3,2,10,5,5,10,5,5,0,0,0,10,5,5,6.6666666666667,3.3333333333333,3.3333333333333,0,0,drop,0571118033684
3,3,10,10,5,10,10,5,10,7,5,10,9,5,10,9,5,1,0,no,0021118020859
3,3,10,5,5,10,10,5,10,7,5,10,7.3333333333333,5,10,7.3333333333333,5,1,0,no,0027118032998
3,3,7,5,7,10,5,5,10,7,7,9,5.6666666666667,6.3333333333333,9,5.6666666666667,6.3333333333333,1,0,no,0010118020905
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0592118031193
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0571118033464
3,3,5,5,7,10,5,5,10,5,5,8.3333333333333,5,5.6666666666667,8.3333333333333,5,5.6666666666667,1,0,no,0010118031184
3,3,10,7,7,10,10,10,10,10,10,10,9,9,10,9,9,1,0,no,0010118011037
3,2,10,7,7,10,5,5,10,5,5,10,5.6666666666667,5.6666666666667,10,5.6666666666667,5.6666666666667,1,0,no,0010118031173
3,2,10,5,5,0,0,0,10,5,5,10,5,5,6.6666666666667,3.3333333333333,3.3333333333333,1,0,no,0020118050166
3,2,10,7,5,10,7,5,0,0,0,10,7,5,6.6666666666667,4.6666666666667,3.3333333333333,1,0,no,0755118032049
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118033583
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118020887
3,3,10,10,5,10,10,5,10,7,5,10,9,5,10,9,5,1,0,no,0571118031205
3,3,7,5,5,10,5,5,7,5,2,8,5,4,8,5,4,0,0,drop,0010118021734
3,3,10,7,5,10,7,5,7,7,5,9,7,5,9,7,5,1,0,no,0021118040824
3,3,0,0,0,10,5,7,7,5,7,8.5,5,7,5.6666666666667,3.3333333333333,4.6666666666667,1,0,no,0010118033067
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118033345
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118031588
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031226
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118031293
3,3,10,10,5,10,10,5,5,10,5,8.3333333333333,10,5,8.3333333333333,10,5,1,0,no,0020118031439
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0023118040017
3,3,10,10,5,7,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0021118060355
3,3,10,10,5,7,10,5,7,10,5,8,10,5,8,10,5,1,0,no,0021118031245
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118020989
3,2,10,10,10,0,0,0,10,10,10,10,10,10,6.6666666666667,6.6666666666667,6.6666666666667,1,0,no,0010118031330
3,2,0,0,0,7,10,5,7,10,5,7,10,5,4.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0755118031362
2,2,0,0,0,10,7,5,10,7,5,10,7,5,6.6666666666667,4.6666666666667,3.3333333333333,1,0,no,0531118021064
3,3,10,7,7,10,10,7,10,10,7,10,9,7,10,9,7,1,0,no,0010118040009
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118032967
2,2,0,0,0,7,7,5,10,10,5,8.5,8.5,5,5.6666666666667,5.6666666666667,3.3333333333333,1,0,no,0531118021644
3,3,10,10,5,10,7,5,7,7,5,9,8,5,9,8,5,1,0,no,0755118031698
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118031737
2,2,0,0,0,10,7,5,10,7,5,10,7,5,6.6666666666667,4.6666666666667,3.3333333333333,1,0,no,0108888001206
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,0,0,out,0531118040934
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0021118031310
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118050011
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118021110
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031794
3,3,10,5,7,7,5,5,7,5,7,8,5,6.3333333333333,8,5,6.3333333333333,1,0,no,0010118031478
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118021018
3,3,10,10,5,5,10,5,10,10,5,8.3333333333333,10,5,8.3333333333333,10,5,1,0,no,0020118032381
3,3,10,10,7,7,10,7,10,10,10,9,10,8,9,10,8,1,0,no,0010118021088
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118032092
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0028118011116
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0021118031389
3,2,7,5,5,10,5,10,0,0,0,8.5,5,7.5,5.6666666666667,3.3333333333333,5,1,0,no,0010118011134
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031356
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031357
3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,no,0010118032816
3,3,10,7,7,10,5,7,10,10,10,10,7.3333333333333,8,10,7.3333333333333,8,1,0,no,0010118031524
3,3,7,10,5,7,10,5,7,7,5,7,9,5,7,9,5,1,0,no,0571118031364
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118031372
3,3,10,10,5,10,10,5,10,7,5,10,9,5,10,9,5,1,0,no,0028118011148
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0020118031659
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0571118031407
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031517
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118032130
3,3,10,5,7,10,5,10,10,5,10,10,5,9,10,5,9,1,0,no,0010118011207
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0021118022013
3,3,7,10,7,7,10,7,2,10,10,5.3333333333333,10,8,5.3333333333333,10,8,1,0,no,0010118021074
3,3,10,10,5,5,10,5,5,10,5,6.6666666666667,10,5,6.6666666666667,10,5,1,0,no,0571118031786
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118050027
3,3,7,10,5,7,10,5,7,10,5,7,10,5,7,10,5,1,0,no,0371118022083
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118031406
3,3,10,10,5,10,10,7,10,10,10,10,10,7.3333333333333,10,10,7.3333333333333,1,0,no,0010118033382
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118021103
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0023118021211
3,2,0,0,0,10,5,10,10,5,5,10,5,7.5,6.6666666666667,3.3333333333333,5,1,0,no,0021118031468
3,3,10,5,5,10,5,5,10,10,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0020118021129
3,3,10,7,5,10,7,5,7,7,5,9,7,5,9,7,5,1,0,no,0021118031431
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118021183
3,3,10,10,10,10,7,10,10,10,10,10,9,10,10,9,10,1,0,no,0010118021115
3,3,7,7,5,10,7,5,10,7,5,9,7,5,9,7,5,1,0,no,0021118040403
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118031817
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0371118032112
3,3,10,10,5,10,10,5,7,10,5,9,10,5,9,10,5,1,0,no,0371118031458
3,3,10,10,10,10,10,10,10,7,5,10,9,8.3333333333333,10,9,8.3333333333333,1,0,no,0010118021573
3,3,10,5,5,10,7,5,10,7,5,10,6.3333333333333,5,10,6.3333333333333,5,1,0,no,0021118031525
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0755118033558
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0021118033424
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0571118021196
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118031594
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031641
3,3,10,7,5,10,10,5,10,10,5,10,9,5,10,9,5,1,0,no,0023118032316
3,2,10,5,10,0,0,0,10,5,10,10,5,10,6.6666666666667,3.3333333333333,6.6666666666667,1,0,no,0010118011232
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118031689
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118031596
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118050309
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0028118040761
3,3,10,5,5,10,7,5,10,5,5,10,5.6666666666667,5,10,5.6666666666667,5,1,0,no,0027118050543
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118040358
3,3,7,10,5,7,7,5,10,7,5,8,8,5,8,8,5,1,0,no,0571118050385
3,3,10,10,10,10,10,7,7,7,7,9,9,8,9,9,8,1,0,no,0010118031948
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118031560
3,3,10,10,5,7,10,10,10,10,5,9,10,6.6666666666667,9,10,6.6666666666667,1,0,no,0010118031754
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118050270
3,3,2,5,7,7,5,7,2,5,7,3.6666666666667,5,7,3.6666666666667,5,7,1,0,no,0010118031896
3,3,10,10,5,10,5,5,10,5,5,10,6.6666666666667,5,10,6.6666666666667,5,1,0,no,0020118032773
3,3,10,10,5,5,7,5,7,10,5,7.3333333333333,9,5,7.3333333333333,9,5,1,0,no,0371118031799
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118011267
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118031521
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0021118021214
3,3,10,5,10,10,5,10,10,5,10,10,5,10,10,5,10,1,0,no,0010118040141
1,2,10,10,5,10,10,5,0,0,0,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0531118050380
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118031568
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118040072
3,3,10,10,7,10,10,7,10,10,10,10,10,8,10,10,8,1,0,no,0010118040080
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0023118031579
3,3,10,7,5,10,10,5,7,10,5,9,9,5,9,9,5,1,0,no,0021118032693
3,3,10,10,5,10,7,5,10,10,5,10,9,5,10,9,5,1,0,no,0021118021252
3,3,10,7,5,7,5,5,7,7,5,8,6.3333333333333,5,8,6.3333333333333,5,0,0,out,0028118033221
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0029118011414
3,3,10,5,5,10,10,5,10,7,5,10,7.3333333333333,5,10,7.3333333333333,5,1,0,no,0027118032762
3,3,10,5,7,10,7,5,10,5,5,10,5.6666666666667,5.6666666666667,10,5.6666666666667,5.6666666666667,1,0,no,0010118011347
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0020118032279
3,3,7,10,5,10,10,5,10,10,5,9,10,5,9,10,5,1,0,no,0021118011303
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0592118031660
3,2,10,10,5,10,10,5,0,0,0,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0592118031701
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0592118031752
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0021118033373
3,3,10,5,7,10,5,7,10,5,7,10,5,7,10,5,7,1,0,no,0010118021269
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no,0010118031584
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0755118032026
3,2,10,7,5,10,7,5,0,0,0,10,7,5,6.6666666666667,4.6666666666667,3.3333333333333,1,0,no,0531118032486
3,3,10,5,5,10,5,7,10,5,7,10,5,6.3333333333333,10,5,6.3333333333333,1,0,no,0021118031853
3,3,10,5,7,10,5,7,10,5,10,10,5,8,10,5,8,1,0,no,0010118032826
3,3,10,10,5,10,5,5,10,10,5,10,8.3333333333333,5,10,8.3333333333333,5,1,0,no,0027118011316
3,3,2,10,5,10,10,5,10,7,5,7.3333333333333,9,5,7.3333333333333,9,5,1,0,no,0021118060106
3,3,10,7,7,10,10,10,10,10,10,10,9,9,10,9,9,1,0,no,0010118040422
3,3,5,7,5,10,10,5,10,10,5,8.3333333333333,9,5,8.3333333333333,9,5,1,0,no,0010118032260
3,2,0,0,0,7,10,5,10,10,5,8.5,10,5,5.6666666666667,6.6666666666667,3.3333333333333,0,0,out,0010118021264
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0371118022087
3,3,10,5,7,10,10,10,10,10,10,10,8.3333333333333,9,10,8.3333333333333,9,1,0,no,0010118040092
2,2,0,0,0,10,10,5,10,10,5,10,10,5,6.6666666666667,6.6666666666667,3.3333333333333,1,0,no,0531118021275
3,3,10,10,5,10,10,5,10,10,5,10,10,5,10,10,5,1,0,no,0025118032593
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,1,0,no,0020118050056
3,3,10,7,5,10,7,5,10,7,5,10,7,5,10,7,5,1,0,no,0027118040429
3,3,7,10,5,7,10,5,7,7,5,7,9,5,7,9,5,1,0,no,0010118031829
3,3,7,7,5,10,5,5,10,5,5,9,5.6666666666667,5,9,5.6666666666667,5,1,0,no,0571118050053
