login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,d4_q1,d4_q2,d4_q3,d5_q1,d5_q2,d5_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,drop
4,4,10,2,0,10,2,5,7,5,7,10,5,5,10,5,5,9.25,3.5,4.25,9.4,3.8,4.4,drop
5,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,10,9.4,10,10,9.4,no
5,5,10,10,5,10,10,5,10,10,5,10,10,5,2,10,7,8.4,10,5.4,8.4,10,5.4,no
5,1,10,5,5,10,5,5,10,5,5,10,7,5,10,5,5,10,7,5,10,5.4,5,drop
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,no
4,4,10,5,5,7,5,7,10,10,5,10,10,5,10,7,5,9.25,8,5.5,9.4,7.4,5.4,no
5,5,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.4,10,10,9.4,no
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
5,5,10,7,7,7,7,2,7,2,2,7,5,5,7,7,2,7.6,5.6,3.6,7.6,5.6,3.6,no
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
5,5,10,10,7,10,5,5,10,10,10,10,10,7,10,10,10,10,10,8.5,10,9,7.8,no
5,5,10,5,5,10,10,7,10,7,5,10,10,10,10,10,10,10,8.4,7.4,10,8.4,7.4,no
3,3,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,no
5,5,10,10,5,7,10,7,10,7,7,10,7,7,10,7,7,9.4,8.2,6.6,9.4,8.2,6.6,no
5,5,10,10,7,10,10,7,10,10,10,10,10,10,10,10,10,10,10,8.8,10,10,8.8,no
0,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
5,5,10,5,5,10,5,5,10,5,5,10,5,5,10,10,10,10,10,10,10,6,6,no
5,5,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,9.4,9.4,10,9.4,9.4,no
5,0,10,5,5,10,5,5,10,5,5,10,5,5,10,5,5,0,0,0,10,5,5,drop
3,3,10,10,10,10,10,10,10,10,10,10,5,5,10,5,5,10,10,10,10,8,8,drop
5,4,10,10,7,10,7,7,10,5,5,10,10,7,10,10,10,10,9.25,7.75,10,8.4,7.2,no
4,5,10,5,5,10,7,7,10,7,7,10,5,5,10,5,7,10,5.8,6.2,10,5.8,6.2,no
