login,logout,d1_q1,d1_q2,d1_q3,d2_q1,d2_q2,d2_q3,d3_q1,d3_q2,d3_q3,d4_q1,d4_q2,d4_q3,d5_q1,d5_q2,d5_q3,a_q1_t1,a_q1_t2,a_q2_t1,a_q2_t2,a_q3_t1,a_q3_t2,drop,studentNum
2,2,5,5,7,10,5,10,0,0,0,0,0,0,0,0,0,7.5,5,8.5,3,2,3.4,no,0010118033724
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118033072
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030414
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0531118040564
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118032680
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118032747
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0027118020208
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0021118032776
2,2,10,10,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0025118020730
2,2,10,10,5,10,2,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0571118030921
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030548
2,2,10,5,7,7,5,5,0,0,0,0,0,0,0,0,0,8.5,5,6,3.4,2,2.4,no,0010118033026
1,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021117111322
2,1,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,2,1.4,1,no,0755118021447
2,1,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,2,1.4,1,no,0010117110454
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118030914
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0029118032175
2,2,7,5,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,7.5,5,3.4,3,2,no,0531118032513
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0592118031803
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118032569
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0571118032377
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033469
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118010351
2,1,0,0,0,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,2,1,1.4,no,0010117072733
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118030047
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755117120291
1,2,7,7,5,7,7,5,0,0,0,0,0,0,0,0,0,7,7,5,2.8,2.8,2,no,0592118033192
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032850
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0021117110877
2,2,10,7,7,10,7,7,0,0,0,0,0,0,0,0,0,10,7,7,4,2.8,2.8,no,0010118030214
2,2,7,7,7,7,10,7,0,0,0,0,0,0,0,0,0,7,8.5,7,2.8,3.4,2.8,no,0010118022390
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118030710
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0021118030087
2,2,2,5,7,7,5,7,0,0,0,0,0,0,0,0,0,4.5,5,7,1.8,2,2.8,no,0010118031632
2,2,10,10,5,10,5,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0592117120786
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032144
2,2,5,7,7,5,10,10,0,0,0,0,0,0,0,0,0,5,8.5,8.5,2,3.4,3.4,no,0010118031258
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,drop,0371118033264
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118033101
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0020117100919
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118032597
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118033714
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029117110470
0,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021117111522
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118033361
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030384
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030893
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118031095
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030187
2,2,10,7,7,10,5,7,0,0,0,0,0,0,0,0,0,10,6,7,4,2.4,2.8,no,0010118030654
2,2,10,10,7,10,10,7,0,0,0,0,0,0,0,0,0,10,10,7,4,4,2.8,no,0028118020599
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0755118030172
2,2,7,7,5,7,7,5,0,0,0,0,0,0,0,0,0,7,7,5,2.8,2.8,2,no,0592117101953
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118030091
2,1,7,10,5,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,1.4,2,1,drop,0021118040738
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032910
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030707
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030702
1,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032404
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033080
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032492
2,2,10,7,5,10,7,7,0,0,0,0,0,0,0,0,0,10,7,6,4,2.8,2.4,no,0010118032533
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030659
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118032466
2,2,10,5,7,7,5,7,0,0,0,0,0,0,0,0,0,8.5,5,7,3.4,2,2.8,no,0010118031971
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0108888001185
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0028118033180
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010117092011
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118030106
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118030070
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118022376
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118033338
2,2,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,no,0010118032839
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021117101923
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010117092452
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0020118032961
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032661
2,2,10,7,5,7,10,5,0,0,0,0,0,0,0,0,0,8.5,8.5,5,3.4,3.4,2,no,0023118030777
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0020118033795
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0027118010032
2,1,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,no,0010118033644
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0571118031142
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0029118032406
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0010117110805
2,2,2,5,5,2,5,5,0,0,0,0,0,0,0,0,0,2,5,5,0.8,2,2,no,0021118031657
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0531118050110
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0021118033064
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118031153
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118030257
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118030281
2,2,10,5,5,10,10,5,0,0,0,0,0,0,0,0,0,10,7.5,5,4,3,2,no,0021118030185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021117111214
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021117120730
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021117111378
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118033698
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0531118032785
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030184
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0021118030717
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0021118032035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021118031491
2,2,10,7,7,10,10,7,0,0,0,0,0,0,0,0,0,10,8.5,7,4,3.4,2.8,no,0010118031923
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030010
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032742
2,2,7,10,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,10,5,3.4,4,2,no,0025118022282
2,2,7,5,5,10,10,5,0,0,0,0,0,0,0,0,0,8.5,7.5,5,3.4,3,2,no,0531118032445
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0755118032284
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0028118030332
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0028118030605
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118032449
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0021117111488
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118032440
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010117120858
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118032536
2,2,7,5,7,2,5,10,0,0,0,0,0,0,0,0,0,4.5,5,8.5,1.8,2,3.4,no,0021118033573
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031970
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0010118033118
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118010790
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030626
2,2,10,7,5,5,10,5,0,0,0,0,0,0,0,0,0,7.5,8.5,5,3,3.4,2,no,0023118030629
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031058
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118032517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021118030038
2,2,10,7,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0755118020085
0,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021117111523
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0027118033329
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030367
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0010118030499
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0010117111723
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118030064
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0025118022263
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0755118030113
2,2,10,5,10,7,5,10,0,0,0,0,0,0,0,0,0,8.5,5,10,3.4,2,4,no,0010118030081
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010117111543
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0021118030122
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0027118040051
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0029118032436
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118031822
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0021117111641
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118032075
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030193
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118031449
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030345
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118030136
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0108888001197
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118030137
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0021118030126
2,2,5,10,5,5,10,5,0,0,0,0,0,0,0,0,0,5,10,5,2,4,2,no,0020118033242
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118030123
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030169
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118020487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021117121229
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0021118020222
2,1,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,2,1,2,drop,0010118033761
2,1,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,2,2,1.4,no,0010118032866
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118020094
2,2,10,7,5,10,5,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0571118030858
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118030201
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118022227
2,2,10,7,5,7,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0021118032337
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118031387
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0531118033722
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033417
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033674
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0592118033212
2,2,5,5,7,10,5,10,0,0,0,0,0,0,0,0,0,7.5,5,8.5,3,2,3.4,no,0010118030264
2,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0531118030269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0021118032790
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118033276
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0027118032719
2,2,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,10,10,10,4,4,4,no,0010118031912
2,2,5,2,5,10,5,5,0,0,0,0,0,0,0,0,0,7.5,3.5,5,3,1.4,2,no,0021118030891
2,2,5,5,7,10,5,7,0,0,0,0,0,0,0,0,0,7.5,5,7,3,2,2.8,no,0010118032911
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118020916
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118033066
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0029118031762
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030383
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032796
2,2,7,10,5,2,5,5,0,0,0,0,0,0,0,0,0,4.5,7.5,5,1.8,3,2,no,0592118033189
2,2,10,5,5,2,10,5,0,0,0,0,0,0,0,0,0,6,7.5,5,2.4,3,2,no,0020118030258
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118033772
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0020118031309
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0021118030644
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118030326
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0531118030275
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0025118030388
2,2,5,5,5,10,5,7,0,0,0,0,0,0,0,0,0,7.5,5,6,3,2,2.4,no,0010118030331
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030878
2,2,7,7,5,7,7,5,0,0,0,0,0,0,0,0,0,7,7,5,2.8,2.8,2,no,0021118032123
2,2,5,5,7,10,5,7,0,0,0,0,0,0,0,0,0,7.5,5,7,3,2,2.8,no,0010118030265
2,2,10,5,7,10,5,7,0,0,0,0,0,0,0,0,0,10,5,7,4,2,2.8,no,0010118030296
2,2,7,10,5,7,10,5,0,0,0,0,0,0,0,0,0,7,10,5,2.8,4,2,no,0592118031429
1,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,drop,0027118030483
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118031311
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118030318
2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,7,7,7,2.8,2.8,2.8,no,0010118030358
2,1,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0020118032160
2,2,5,5,5,10,5,10,0,0,0,0,0,0,0,0,0,7.5,5,7.5,3,2,3,no,0010118033224
2,2,2,10,5,0,0,5,0,0,0,0,0,0,0,0,0,1,5,5,0.4,2,2,no,0592118030321
2,2,5,7,7,10,10,10,0,0,0,0,0,0,0,0,0,7.5,8.5,8.5,3,3.4,3.4,no,0010118032209
2,2,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0028118033802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0755118010698
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0020118030573
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010117121645
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118030335
2,2,7,7,5,10,7,5,0,0,0,0,0,0,0,0,0,8.5,7,5,3.4,2.8,2,no,0755118030488
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0021118032740
2,2,5,5,5,10,7,5,0,0,0,0,0,0,0,0,0,7.5,6,5,3,2.4,2,no,0020118030413
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118020311
2,2,10,5,5,10,5,7,0,0,0,0,0,0,0,0,0,10,5,6,4,2,2.4,no,0010118032588
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032475
2,2,10,10,10,10,10,7,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118031355
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118032480
2,2,10,7,7,10,5,10,0,0,0,0,0,0,0,0,0,10,6,8.5,4,2.4,3.4,no,0010118030648
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030528
2,2,7,5,5,7,5,7,0,0,0,0,0,0,0,0,0,7,5,6,2.8,2,2.4,no,0010118031221
2,2,10,5,5,2,10,5,0,0,0,0,0,0,0,0,0,6,7.5,5,2.4,3,2,no,0021118032186
2,2,10,5,10,10,5,7,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032192
2,2,2,10,5,7,10,5,0,0,0,0,0,0,0,0,0,4.5,10,5,1.8,4,2,no,0021118030378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0571118010884
2,2,10,7,7,10,7,5,0,0,0,0,0,0,0,0,0,10,7,6,4,2.8,2.4,no,0010118030821
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118050156
2,2,7,5,7,7,5,7,0,0,0,0,0,0,0,0,0,7,5,7,2.8,2,2.8,no,0029118031059
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118033411
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0592118031457
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,drop,0010118020879
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118030432
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0021118031262
2,2,10,10,7,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8.5,4,4,3.4,no,0010118033705
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030689
2,2,10,7,5,10,7,5,0,0,0,0,0,0,0,0,0,10,7,5,4,2.8,2,no,0025118030862
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0755118031378
2,2,10,5,7,10,5,10,0,0,0,0,0,0,0,0,0,10,5,8.5,4,2,3.4,no,0010118032663
2,1,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,2,2,1,no,0028117121769
2,2,10,10,5,10,7,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0755118030429
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0371118030620
2,2,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,10,5,5,4,2,2,no,0028118032818
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118020379
2,2,10,5,5,10,7,5,0,0,0,0,0,0,0,0,0,10,6,5,4,2.4,2,no,0021118032002
2,2,10,5,10,10,5,10,0,0,0,0,0,0,0,0,0,10,5,10,4,2,4,no,0010118032615
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0010118032638
2,2,10,7,5,10,10,5,0,0,0,0,0,0,0,0,0,10,8.5,5,4,3.4,2,no,0027118030510
2,2,10,5,5,10,7,7,0,0,0,0,0,0,0,0,0,10,6,6,4,2.4,2.4,no,0371118030547
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0571118030545
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030543
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,no,0021118030760
2,2,10,10,5,10,10,5,0,0,0,0,0,0,0,0,0,10,10,5,4,4,2,drop,0755118040493
2,2,2,10,10,2,10,10,0,0,0,0,0,0,0,0,0,2,10,10,0.8,4,4,no,0592118020481
